pH,Temperature,D.O. (mg/L),Turbidity (NTU),TSS (g/L),NO3-N (mg/L),NH4-N (mg/L),ORP (MV),Conductivity (mS/cm)
6.12944,27.29,4.42,72.18,0.17,91.29,9.33,178.93,1.3
6.11923,27.08,4.26,72.15,0.18,91.72,9.28,178.03,1.3
6.1144,26.89,4.2,71.62,0.18,91.02,9.37,178.03,1.31
6.11491,26.7,4.12,72.26,0.19,90.82,9.43,178.41,1.31
6.11437,26.52,4.04,71.01,0.18,89.95,9.49,177.65,1.3
6.11601,26.35,3.99,70.84,0.17,90.26,9.48,177.65,1.31
6.09734,26.19,3.94,71.04,0.18,90.81,9.4,174.95,1.31
6.09903,26.04,3.9,69.85,0.18,90.5,9.48,176.43,1.31
6.08148,25.9,3.86,70.1,0.18,90.47,9.46,175.02,1.32
6.07461,25.75,3.83,72.56,0.19,90.41,9.52,175.47,1.32
6.06986,25.6,3.79,73.24,0.18,91.24,9.41,175.72,1.32
6.06839,25.47,3.79,71.83,0.18,90.12,9.55,174.38,1.32
6.06696,25.36,3.79,71.27,0.18,90.15,9.56,174.63,1.31
6.06658,25.24,3.8,70.44,0.18,90.86,9.46,174.83,1.32
6.06305,25.14,3.81,71.06,0.18,90.74,9.51,173.61,1.32
6.04986,25.04,3.81,70.74,0.17,90.85,9.5,173.8,1.32
6.05608,24.97,3.82,68.64,0.18,89.94,9.62,174.12,1.32
6.04515,24.91,3.83,68.72,0.2,90.39,9.56,173.8,1.32
6.0406,24.83,3.84,68.64,0.18,89.88,9.65,171.43,1.32
6.0457,24.75,3.84,69.3,0.19,89.37,9.71,172.07,1.32
6.0444,24.68,3.85,68.13,0.18,89.79,9.66,170.21,1.32
6.04847,24.61,3.87,68.16,0.18,89.76,9.62,169.63,1.31
6.04073,24.54,3.89,68.21,0.18,90.2,9.62,169.51,1.32
6.04589,24.47,3.9,67.05,0.19,90.2,9.63,174.06,1.33
6.04032,24.41,3.91,67.11,0.18,90.44,9.6,174.18,1.32
6.04229,24.35,3.92,67.98,0.18,89.79,9.68,160.6,1.32
6.0335,24.3,3.94,66.41,0.18,90.04,9.67,162.59,1.33
6.03437,24.24,3.96,69.61,0.2,91.65,9.52,163.74,1.33
6.04172,24.18,3.97,68.26,0.2,90.52,9.62,166.17,1.33
6.034,24.12,3.98,69.2,0.2,89.65,9.73,169.19,1.33
6.03387,24.08,3.99,71.03,0.19,89.97,9.72,170.98,1.32
6.02841,24.06,4.01,70.5,0.19,89.66,9.75,172.39,1.32
6.02728,24.04,4.02,69.46,0.19,89.6,9.75,173.67,1.32
6.03363,24.01,4.02,70.62,0.2,90.37,9.69,174.18,1.33
6.03457,23.97,4.03,80.72,0.2,89.11,9.82,173.86,1.32
6.03337,23.93,4.05,75.06,0.2,88.75,9.88,175.02,1.33
6.02898,23.91,4.06,75.33,0.21,88.67,9.88,176.81,1.33
6.02571,23.89,4.14,74.21,0.2,88.64,9.91,176.36,1.33
6.03002,23.89,4.28,75.26,0.2,89.76,9.74,176.49,1.33
6.02576,23.91,4.48,72.85,0.2,90.04,9.71,178.03,1.32
6.01288,23.92,4.61,71.49,0.24,90.32,9.66,179.38,1.33
6.00751,23.93,4.69,71.56,0.2,89.66,9.73,179.89,1.33
6.00971,23.94,4.87,72.97,0.19,89.48,9.68,177.97,1.33
6.00443,23.98,5.14,72.3,0.2,89.38,9.67,179.5,1.33
6.00676,24.03,5.47,70.98,0.2,89.13,9.68,181.04,1.33
6.007,24.1,5.83,72.34,0.2,88.74,9.71,181.43,1.32
5.97936,24.2,6.18,71.46,0.19,88.64,9.68,184.57,1.33
5.97441,24.33,6.7,70.65,0.19,88.64,9.65,186.43,1.32
5.97905,24.43,7.11,71.86,0.2,88.75,9.66,187.45,1.31
5.96743,24.49,7.23,71.35,0.19,89.83,9.49,188.48,1.33
5.96774,24.58,7.63,70.55,0.2,89.28,9.54,190.33,1.32
5.96591,24.67,7.22,71.05,0.2,88.71,9.57,190.46,1.32
5.97481,24.76,7.71,70.54,0.19,87.44,9.67,189.76,1.33
6.3887,24.84,8.18,69.82,0.17,86.87,9.77,203.15,1.33
6.41579,24.96,8.87,62.87,0.17,87.27,9.69,205.14,1.36
6.48402,25.29,9.44,62.82,0.17,87.77,9.64,202.77,1.36
6.46958,25.62,9.39,65.09,0.18,87.36,9.69,200.72,1.35
6.46698,25.97,9.27,65.06,0.19,87.44,9.66,198.67,1.35
6.45907,26.33,9.11,66.5,0.18,87.15,9.67,198.34,1.35
6.45973,26.69,8.96,65.14,0.18,87.07,9.64,196.87,1.35
6.45506,27.06,8.84,65.54,0.18,88.35,9.54,197.45,1.35
6.461,27.4,8.73,65.4,0.19,87.33,9.63,193.92,1.35
6.4615,27.68,8.67,65.42,0.2,86.75,9.68,192.19,1.35
6.45652,27.87,8.7,66.13,0.18,86.54,9.79,189.69,1.35
6.46002,28.04,8.64,64.83,0.18,86.68,9.75,188.28,1.35
6.46029,28.19,8.55,65.24,0.18,87.64,9.62,187.07,1.35
6.466,28.41,8.45,65.7,0.18,87.74,9.67,186.3,1.35
6.47319,28.88,8.41,66.36,0.18,88.44,9.57,187.96,1.35
6.47819,29.32,8.39,65.98,0.17,88.01,9.64,187.13,1.35
6.48319,29.77,8.29,65.72,0.18,88.01,9.64,186.23,1.35
6.48701,30.16,8.21,66.01,0.19,87.38,9.7,184.82,1.35
6.48863,30.49,8.18,66.66,0.17,88.71,9.58,185.59,1.35
6.49647,30.76,8.11,65.59,0.17,88.16,9.64,184.82,1.36
6.49781,30.94,8.05,65.97,0.17,87.25,9.74,183.22,1.35
6.50436,31.08,8,65.55,0.18,87.94,9.66,177.26,1.35
6.51197,31.24,7.93,65.69,0.18,87.61,9.7,176.24,1.36
6.52063,31.39,7.88,65.27,0.18,88.77,9.62,177.2,1.35
6.52497,31.48,7.84,64.87,0.19,88.85,9.63,178.35,1.35
6.54169,31.41,7.8,65.3,0.18,88.43,9.66,176.24,1.36
6.54796,31.39,7.78,65.02,0.17,88.79,9.67,177.45,1.36
6.55518,31.29,7.74,64.88,0.16,88.67,9.67,175.21,1.36
6.55584,31.03,7.67,64.51,0.16,88.65,9.65,173.48,1.36
6.5755,30.79,7.7,64.45,0.16,90.45,9.47,174.12,1.36
6.57408,30.52,7.63,64.37,0.17,90.42,9.46,173.35,1.36
6.57367,30.24,7.51,63.93,0.17,89.22,9.59,171.56,1.36
6.57117,29.96,7.42,63.81,0.17,90.23,9.44,170.4,1.36
6.56548,29.67,7.31,64.33,0.16,89.68,9.52,169.38,1.36
6.54283,29.38,7.07,63.55,0.16,89.78,9.49,167.78,1.36
6.50958,29.1,6.76,63.8,0.19,90.15,9.45,165.79,1.36
6.47949,28.85,6.43,63.27,0.17,90.14,9.44,163.67,1.36
6.44299,28.6,6.1,64.19,0.17,91.08,9.37,162.39,1.37
6.41076,28.39,5.78,63.56,0.17,91.24,9.35,161.5,1.37
6.37747,28.21,5.49,63.29,0.18,91.27,9.36,160.47,1.37
6.34734,28.03,5.24,63.15,0.17,92,9.31,159.89,1.37
6.32464,27.86,5.01,63.48,0.16,91.17,9.39,159.38,1.37
6.30194,27.7,4.82,62.6,0.17,91.29,9.4,159,1.37
6.28348,27.55,4.66,62.86,0.16,91.65,9.37,158.48,1.37
6.26608,27.4,4.52,62.43,0.17,92.72,9.26,158.48,1.37
6.2519,27.26,4.4,61.88,0.16,91.54,9.38,158.36,1.37
6.23878,27.13,4.29,61.66,0.17,92.45,9.32,158.36,1.38
6.22461,27.01,4.21,61.5,0.16,91.11,9.43,158.29,1.38
6.21579,26.9,4.14,61.55,0.17,91.4,9.44,157.84,1.38
6.20802,26.79,4.08,61.27,0.18,91.45,9.43,158.23,1.38
6.20238,26.67,4.03,61.03,0.17,94.51,9.12,158.16,1.38
6.19997,26.57,3.99,61.22,0.2,92.73,9.29,158.16,1.38
6.19121,26.49,3.96,60.87,0.16,92.22,9.36,157.91,1.38
6.18565,26.41,3.94,60.64,0.17,91.69,9.42,157.71,1.38
6.18332,26.34,3.91,60.62,0.18,91.67,9.44,157.59,1.38
6.182,26.25,3.9,59.97,0.17,91.59,9.46,157.84,1.38
6.17539,26.18,3.89,59.72,0.17,92.24,9.4,157.97,1.38
6.17196,26.1,3.89,60.26,0.17,91.73,9.47,157.91,1.38
6.17283,26.02,3.88,59.72,0.17,91.46,9.51,157.71,1.38
6.16942,25.95,3.88,59.44,0.17,91.21,9.52,157.59,1.38
6.17135,25.88,3.88,59.29,0.16,91.62,9.51,157.78,1.38
6.16474,25.81,3.89,59.56,0.17,91.39,9.53,157.59,1.38
6.16348,25.74,3.9,59.44,0.17,91.37,9.52,157.59,1.38
6.16117,25.69,3.91,58.71,0.17,91.39,9.53,157.91,1.39
6.15994,25.63,3.91,59.42,0.18,91.18,9.54,158.29,1.38
6.16084,25.57,3.92,58.82,0.17,93.51,9.35,158.48,1.38
6.15852,25.5,3.93,58.04,0.17,92.12,9.5,158.8,1.38
6.15618,25.44,3.94,57.46,0.17,91.64,9.54,158.87,1.39
6.156,25.37,3.96,58.13,0.18,91.41,9.58,158.74,1.39
6.1558,25.3,3.96,57.96,0.18,92.07,9.5,159.06,1.39
6.15669,25.24,3.98,57.8,0.18,91.16,9.58,159.32,1.39
6.15438,25.18,3.98,58.23,0.17,91.18,9.62,158.74,1.39
6.15529,25.12,3.99,57.58,0.18,91.2,9.61,158.1,1.39
6.15299,25.07,4.01,57.13,0.18,91.01,9.62,157.91,1.39
6.15177,25.02,4.01,57.58,0.18,91.97,9.54,157.91,1.39
6.15162,24.96,4.02,57.31,0.17,91.55,9.6,157.71,1.39
6.14715,24.9,4.04,57.57,0.17,91.34,9.61,157.97,1.39
6.14593,24.85,4.05,57.53,0.17,91.15,9.62,160.09,1.39
6.14578,24.8,4.07,57.87,0.19,90.96,9.68,160.28,1.39
6.14242,24.75,4.11,57.83,0.18,90.78,9.69,160.92,1.39
6.14231,24.71,4.18,58.19,0.18,91.11,9.66,161.94,1.39
6.14008,24.68,4.29,58.16,0.18,92.16,9.54,163.55,1.39
6.14219,24.67,4.43,57.9,0.18,90.5,9.69,164.89,1.39
6.14757,24.67,4.66,57.88,0.18,90.97,9.64,166.62,1.39
6.15514,24.69,4.92,58.62,0.18,92.17,9.49,168.42,1.39
6.1585,24.74,5.21,58.56,0.17,92.35,9.46,170.15,1.39
6.1717,24.84,5.57,57.9,0.17,92.04,9.45,172.26,1.39
6.18816,24.97,5.93,58.01,0.18,92.27,9.42,174.51,1.39
6.20468,25.13,6.31,57.89,0.18,93.06,9.34,176.36,1.39
6.22343,25.32,6.72,57.34,0.17,92.6,9.34,178.8,1.39
6.24547,25.55,7.13,56.92,0.17,92.28,9.36,181.11,1.39
6.27288,25.81,7.54,58.68,0.17,92.3,9.39,181.68,1.39
6.30142,26.11,7.97,57.18,0.17,92.43,9.4,181.94,1.39
6.34597,26.42,8.42,58.14,0.17,93.34,9.3,182.13,1.39
6.38943,26.77,8.89,57.71,0.17,93.71,9.3,182.77,1.39
6.4478,27.17,9.33,58.61,0.17,94.21,9.25,183.8,1.39
6.49752,27.58,9.56,59.05,0.17,93.83,9.31,185.59,1.39
6.50463,28.02,9.44,60.17,0.17,93.77,9.26,187.07,1.39
6.51179,28.5,9.44,60.73,0.17,94.11,9.2,187.32,1.38
6.52633,28.98,9.37,60.18,0.17,93.77,9.22,186.43,1.38
6.5409,29.5,9.35,60.93,0.18,94.01,9.18,185.98,1.38
6.56171,29.99,9.28,61.74,0.17,93.94,9.17,185.34,1.38
6.58248,30.5,9.05,61.61,0.18,94.6,9.09,184.57,1.38
6.59054,31.01,9.11,61.51,0.18,92.96,9.26,184.37,1.39
6.61642,31.5,9.01,61.59,0.18,94.27,9.14,183.86,1.38
6.63379,31.96,9.08,61.43,0.18,92.46,9.32,182.32,1.38
6.65208,32.36,9.02,62.76,0.18,92.08,9.36,179.63,1.38
6.67342,32.72,9.06,62.82,0.19,92,9.35,178.35,1.39
6.69052,33.06,8.92,62.76,0.18,92.07,9.37,176.49,1.39
6.71904,33.38,9.15,62.27,0.18,91.65,9.4,175.79,1.39
6.73708,33.72,9.05,62.69,0.18,92.35,9.36,174.83,1.39
6.76131,34.02,8.93,62.46,0.18,91.86,9.41,173.67,1.39
6.78129,34.27,8.93,63.53,0.18,91.39,9.5,172.45,1.39
6.79808,34.47,8.86,63.25,0.18,91.87,9.48,170.66,1.39
6.80757,34.67,8.81,63.12,0.17,92.09,9.51,168.87,1.39
6.83886,34.85,8.68,63.87,0.18,93.17,9.43,166.56,1.39
6.84827,34.96,8.58,63.8,0.18,91.78,9.6,164.96,1.39
6.86806,35.06,8.71,64.54,0.17,92.37,9.57,163.1,1.39
6.88564,34.87,8.54,63.63,0.17,92.41,9.59,162.01,1.39
6.88658,34.58,8.39,64.45,0.17,91.83,9.63,159.96,1.39
6.86665,34.21,8.11,63.96,0.17,91.91,9.62,156.24,1.4
6.83105,33.86,7.59,64.21,0.17,92.02,9.65,151.75,1.4
6.7776,33.49,7.07,64.49,0.17,92.08,9.63,148.42,1.4
6.7502,33.18,6.59,64.83,0.16,92.97,9.56,147.2,1.41
6.71751,32.85,6.17,64.51,0.17,92.52,9.58,145.54,1.4
6.69732,32.54,5.94,64.64,0.17,93.45,9.49,143.17,1.4
6.68548,32.23,5.92,66.01,0.17,92.59,9.49,144.51,1.4
6.68731,31.97,5.91,65.37,0.16,93,9.41,145.03,1.4
6.66812,31.69,5.77,64.89,0.16,93.38,9.37,143.49,1.41
6.651,31.41,5.55,65.36,0.18,93.77,9.34,142.46,1.41
6.6244,31.15,5.3,65.15,0.17,93.52,9.39,141.18,1.41
6.60724,30.9,5.1,65.68,0.17,94.01,9.35,141.12,1.41
6.58483,30.68,4.85,64.76,0.17,93.91,9.38,140.41,1.41
6.55502,30.47,4.58,64.7,0.17,94.29,9.38,138.94,1.41
6.53362,30.27,4.33,64.15,0.17,94.27,9.4,138.55,1.41
6.51858,30.09,4.1,64.35,0.18,94.56,9.41,137.4,1.41
6.5046,29.94,3.93,64.35,0.17,96.35,9.29,137.08,1.42
6.49486,29.8,3.77,64.33,0.17,94.42,9.48,137.02,1.42
6.47982,29.65,3.64,65.21,0.17,94.59,9.49,136.5,1.42
6.47001,29.48,3.53,64.63,0.17,94.68,9.5,136.12,1.42
6.46229,29.31,3.44,64.29,0.17,94.99,9.49,136.12,1.42
6.46098,29.17,3.37,64.39,0.18,94.94,9.55,134.26,1.42
6.45438,29.03,3.31,63.35,0.17,94.67,9.61,133.43,1.42
6.45097,28.9,3.25,62.79,0.16,95.15,9.56,132.72,1.42
6.44755,28.77,3.2,62.24,0.16,94.43,9.66,133.23,1.42
6.44518,28.64,3.16,61.82,0.16,93.95,9.72,132.27,1.43
6.44496,28.52,3.14,61.22,0.16,94.2,9.72,132.14,1.42
6.44155,28.39,3.13,62.19,0.17,93.99,9.75,132.79,1.43
6.44553,28.25,3.12,61.21,0.17,93.93,9.78,132.66,1.43
6.44211,28.12,3.11,61.01,0.17,93.94,9.81,132.72,1.43
6.43872,28.02,3.11,60.51,0.17,94.48,9.74,131.5,1.43
6.43749,27.93,3.14,60.32,0.16,94.15,9.81,130.86,1.43
6.43627,27.84,3.12,60.08,0.17,93.86,9.88,131.63,1.43
6.43719,27.77,3.14,59.58,0.19,93.58,9.89,131.31,1.43
6.44236,27.68,3.15,60.15,0.16,94.44,9.82,131.18,1.43
6.44324,27.59,3.17,60.45,0.16,93.86,9.91,131.5,1.43
6.44514,27.46,3.18,60.49,0.17,93.16,9.99,131.76,1.43
6.44273,27.31,3.17,59.1,0.16,93.08,10.03,132.14,1.43
6.44461,27.17,3.17,60.05,0.17,93.51,9.99,132.66,1.44
6.44652,27.05,3.18,58.91,0.17,93.32,10.04,132.91,1.44
6.44631,26.94,3.19,58.31,0.16,93.15,10.07,132.72,1.44
6.44929,26.82,3.18,57.97,0.17,93.17,10.05,132.85,1.44
6.45222,26.67,3.19,58.61,0.16,92.87,10.13,133.04,1.44
6.45201,26.55,3.2,57.51,0.16,92.91,10.14,133.55,1.44
6.45713,26.44,3.2,58.1,0.17,93.18,10.12,133.81,1.44
6.45799,26.32,3.22,57.58,0.16,92.75,10.17,133.75,1.44
6.46203,26.19,3.23,57.85,0.16,92.75,10.2,133.36,1.44
6.46289,26.07,3.25,57.51,0.16,94.2,10.05,133.49,1.44
6.47019,25.97,3.26,56.87,0.19,92.41,10.25,133.88,1.44
6.46998,25.85,3.27,57.42,0.16,92.44,10.26,134.32,1.44
6.47407,25.74,3.29,56.78,0.16,92.5,10.26,134.13,1.44
6.47493,25.61,3.3,55.89,0.17,92.29,10.32,134.45,1.44
6.47578,25.49,3.33,56.54,0.17,92.31,10.32,134.9,1.44
6.4799,25.39,3.35,56.49,0.16,91.95,10.34,135.09,1.45
6.48511,25.3,3.38,56.3,0.19,93.26,10.24,135.41,1.45
6.48497,25.22,3.45,56.42,0.17,92.72,10.28,136.31,1.45
6.48918,25.18,3.58,56.09,0.17,92.56,10.3,137.59,1.45
6.49343,25.15,3.81,57.29,0.17,92.69,10.28,139.64,1.45
6.5063,25.14,4.06,56.81,0.16,92.44,10.28,141.57,1.45
6.5192,25.16,4.39,56.78,0.17,92.96,10.2,144.51,1.45
6.53429,25.2,4.8,56.39,0.18,92.87,10.13,147.78,1.45
6.54295,25.25,5.15,56.56,0.17,94.47,9.94,149.45,1.45
6.56344,25.32,5.51,56.95,0.17,93.56,10,152.01,1.45
6.57966,25.42,5.91,55.96,0.17,92.97,10,154.83,1.45
6.60559,25.57,6.42,55.83,0.16,93.74,9.88,157.97,1.45
6.62618,25.75,6.97,56.63,0.16,93.69,9.81,162.01,1.45
6.65205,25.89,7.39,56.98,0.17,93.27,9.8,165.34,1.45
6.67253,26.02,7.76,56.84,0.17,94.46,9.64,168.93,1.45
6.71335,26.19,8.21,56.35,0.16,93.9,9.6,172.58,1.45
6.75525,26.42,8.77,57.01,0.16,93.8,9.56,176.94,1.45
6.80674,26.73,9.39,58.53,0.16,93.27,9.56,181.75,1.44
6.87095,27.09,10.05,57.88,0.16,93.45,9.47,187.77,1.45
6.92647,27.4,10.51,61.05,0.17,94.11,9.33,192.13,1.44
6.97869,27.72,10.91,63.21,0.16,93.19,9.37,196.1,1.44
7.05946,28.2,11.35,64.55,0.15,93.71,9.31,199.82,1.44
7.13571,28.72,11.74,64.76,0.16,93.75,9.27,201.81,1.44
7.13334,29.27,11.67,66.77,0.17,94.12,9.22,203.6,1.44
7.15001,29.82,11.31,67.21,0.17,94.69,9.15,205.46,1.43
7.13497,30.36,10.95,67.02,0.17,94.58,9.1,206.36,1.43
7.15685,30.9,10.8,68.22,0.17,93.97,9.15,205.84,1.44
7.18705,31.44,10.61,68.24,0.17,93.83,9.15,205.27,1.43
7.1815,31.94,10.4,67.88,0.17,94,9.12,203.66,1.44
7.17806,32.43,10.16,68.53,0.19,93.44,9.18,202.25,1.43
7.18198,32.88,9.89,68.75,0.17,92.78,9.22,202.38,1.44
7.19845,33.3,9.6,69.32,0.18,92.89,9.2,200.2,1.43
7.21389,33.62,9.57,70.36,0.19,92.93,9.23,200.08,1.44
7.22618,33.94,9.36,69.77,0.17,92.66,9.24,200.72,1.43
7.21971,34.24,9.13,71.37,0.18,93.51,9.18,199.69,1.43
7.26115,34.5,9.16,71.51,0.19,93.52,9.19,195.2,1.43
7.2516,34.73,9.08,72.21,0.19,93.2,9.24,193.67,1.43
7.25561,34.91,8.86,72.42,0.18,92.93,9.29,193.79,1.43
7.26902,35.01,8.7,71.69,0.18,92.64,9.34,191.49,1.42
7.28765,35.09,8.65,72.61,0.18,92.9,9.32,190.27,1.43
7.32294,35.12,8.71,73.94,0.18,94.81,9.16,189.05,1.43
7.32505,35.08,8.54,73.24,0.18,94,9.23,188.48,1.43
7.34597,34.95,8.41,73.43,0.17,93.99,9.24,186.55,1.43
7.35755,34.82,8.34,74.01,0.18,95.82,9.07,185.02,1.43
7.37641,34.7,8.32,74.38,0.18,94.71,9.2,183.93,1.43
7.37971,34.55,8.29,74.3,0.2,94.63,9.21,182.9,1.43
7.36543,34.31,8.2,74.76,0.17,95.39,9.14,182,1.43
7.36792,33.97,8.04,74.39,0.17,95.1,9.14,182.96,1.45
7.35695,33.54,7.81,75.64,0.16,95.88,9.05,183.16,1.45
7.324,33.12,7.51,74.86,0.16,94.58,9.11,181.55,1.45
7.27526,32.68,7.1,74.98,0.16,95.11,9.04,183.03,1.46
7.22324,32.25,6.7,74.83,0.16,95.4,8.98,183.54,1.46
7.16371,31.84,6.24,74.47,0.17,94.83,9.01,184.12,1.46
7.0998,31.48,5.76,74.44,0.16,95.4,8.98,184.69,1.47
7.05784,31.09,5.31,73.55,0.16,96.11,8.9,181.68,1.47
7.00313,30.73,4.9,73.61,0.15,95.96,8.92,180.08,1.47
6.95356,30.39,4.55,74.46,0.19,95.86,8.95,178.73,1.47
6.90493,30.03,4.24,73.48,0.16,98.35,8.76,176.36,1.48
6.86042,29.66,4,73.81,0.17,95.8,9.01,174.18,1.48
6.82952,29.24,3.8,73.05,0.16,95.91,9.03,172.58,1.48
6.79748,28.82,3.65,73.19,0.16,96.25,9,171.75,1.48
6.76959,28.39,3.53,72.58,0.16,96.58,8.96,169.63,1.48
6.7459,27.99,3.44,72.72,0.18,96.3,9,168.29,1.49
6.72646,27.66,3.37,71.79,0.15,96.5,8.98,168.55,1.49
6.7049,27.38,3.31,71.15,0.15,96.41,8.97,167.2,1.48
6.6929,27.1,3.3,70.44,0.16,95.83,9.01,168.1,1.48
6.67776,26.91,3.27,70.04,0.16,95.6,9.02,168.16,1.48
6.66368,26.71,3.24,69.91,0.16,95.59,9.04,167.46,1.48
6.64948,26.44,3.23,69.76,0.16,95.28,9.08,166.56,1.48
6.64276,26.18,3.23,69.69,0.15,94.82,9.1,165.53,1.48
6.63389,25.92,3.24,68.58,0.16,94.1,9.21,166.17,1.48
6.6261,25.68,3.25,68.19,0.16,94.18,9.21,165.85,1.49
6.62047,25.47,3.25,68.49,0.16,93.88,9.26,164.57,1.49
6.6138,25.29,3.26,67.46,0.15,93.66,9.32,164.32,1.49
6.60713,25.11,3.27,67.89,0.16,94.19,9.26,164.19,1.49
6.60691,24.94,3.27,66.91,0.15,94.06,9.27,165.08,1.49
6.60135,24.8,3.28,67.36,0.16,94.47,9.26,165.28,1.49
6.60009,24.66,3.29,66.82,0.15,93.26,9.38,162.84,1.49
6.59562,24.53,3.3,66.29,0.15,93.25,9.41,160.6,1.49
6.59975,24.41,3.31,64.81,0.15,93.27,9.41,159.06,1.49
6.59634,24.27,3.33,65.12,0.15,93.24,9.44,159.06,1.49
6.5951,24.16,3.34,64.4,0.15,93.05,9.5,160.34,1.49
6.59282,24.06,3.35,64.85,0.15,93.17,9.49,159.51,1.49
6.59161,23.96,3.36,64.62,0.15,93.29,9.49,158.61,1.5
6.58931,23.86,3.38,64.21,0.15,93.15,9.51,158.16,1.5
6.5881,23.77,3.4,64.03,0.16,92.8,9.56,157.65,1.49
6.58476,23.69,3.41,64.28,0.16,92.97,9.58,158.1,1.5
6.5868,23.6,3.42,63.56,0.15,92.91,9.57,160.53,1.5
6.58778,23.53,3.43,63.87,0.15,92.89,9.59,162.07,1.5
6.58766,23.45,3.44,63.13,0.15,93.05,9.58,161.69,1.49
6.58538,23.36,3.46,62.96,0.15,93.2,9.58,162.33,1.5
6.58637,23.29,3.47,62.64,0.15,94.36,9.47,160.28,1.5
6.58517,23.21,3.48,62.09,0.15,92.64,9.66,158.04,1.5
6.58722,23.13,3.49,62.85,0.15,92.82,9.66,159.19,1.51
6.59145,23.06,3.5,61.7,0.15,92.8,9.69,158.93,1.5
6.59135,23,3.51,61.94,0.14,92.8,9.69,159.45,1.5
6.59019,22.93,3.53,61.34,0.15,93.03,9.68,160.92,1.51
6.59443,22.87,3.55,61.9,0.15,93.75,9.57,161.82,1.51
6.59221,22.83,3.58,62.1,0.15,92.64,9.73,161.5,1.49
6.59324,22.8,3.62,61.84,0.15,92.53,9.73,162.78,1.51
6.59428,22.76,3.73,62.54,0.16,92.65,9.72,163.55,1.51
6.59209,22.75,3.89,61.59,0.16,93.05,9.67,164.44,1.5
6.59641,22.74,3.99,62,0.15,93.02,9.65,164.96,1.5
6.59855,22.72,4.07,61.9,0.15,92.96,9.63,165.02,1.5
6.59745,22.71,4.1,60.82,0.15,93.16,9.61,164.89,1.5
6.60069,22.7,4.16,62,0.16,93.36,9.59,165.53,1.51
6.60719,22.71,4.35,60.84,0.18,94.81,9.32,166.05,1.5
6.62132,22.76,4.72,61.9,0.15,92.85,9.52,168.48,1.51
6.63111,22.8,5,61.31,0.17,92.3,9.51,169.96,1.51
6.65284,22.89,5.4,60.7,0.16,92.62,9.42,172.07,1.51
6.6519,23.01,5.86,60.98,0.15,92.82,9.34,175.21,1.5
6.6726,23.15,6.32,61.51,0.16,92.63,9.28,178.22,1.5
6.68896,23.3,6.77,62.74,0.15,92.72,9.19,180.91,1.51
6.70749,23.48,7.26,63.66,0.15,92.67,9.13,180.66,1.5
6.73794,23.73,7.86,62.7,0.16,93.12,9.02,183.16,1.51
6.75534,23.91,8.25,63.87,0.15,93.07,8.95,188.35,1.5
6.78782,24.13,8.75,63.52,0.15,93.87,8.79,194.95,1.5
6.83326,24.49,9.42,64.18,0.15,93.09,8.8,201.1,1.49
6.88392,24.79,9.91,64.22,0.16,94.17,8.64,207.7,1.49
6.87854,24.77,9.62,65,0.15,92.24,8.77,210.65,1.51
6.93339,24.98,10.01,65.17,0.16,92.07,8.7,215.33,1.5
6.95811,25.13,10.32,65.96,0.15,91.9,8.69,220.77,1.49
6.99997,25.29,10.66,66.28,0.16,91.59,8.63,225.39,1.48
7.0557,25.52,11.06,66.52,0.14,91.92,8.56,230.13,1.48
7.05464,25.5,10.85,67.37,0.15,91.17,8.57,233.27,1.5
7.08894,25.5,10.84,67.9,0.15,91.63,8.51,236.99,1.5
7.06216,25.4,10.51,66.55,0.15,91.29,8.52,239.1,1.5
7.06109,25.36,10.37,66.62,0.14,92.52,8.38,242.18,1.49
7.08363,25.32,10.33,67.78,0.17,91.93,8.43,244.55,1.48
7.11904,25.27,10.29,67.68,0.16,91.71,8.39,246.92,1.5
7.14803,25.22,10.38,68.04,0.15,92.5,8.31,249.61,1.49
7.162,25.18,10.42,67.93,0.14,91.86,8.36,252.11,1.49
7.22634,25.24,10.68,68.43,0.14,93.04,8.25,253.14,1.49
7.33222,25.53,11.07,69.26,0.15,95.02,8.07,253.33,1.5
7.33734,25.75,11.06,68.84,0.14,92.77,8.25,252.69,1.49
7.3297,25.88,10.88,68.54,0.14,92.31,8.25,254.36,1.5
7.32657,25.81,10.54,69.73,0.14,92.52,8.23,253.84,1.51
7.34051,25.78,10.41,69.05,0.14,91.98,8.26,254.1,1.49
7.34801,25.78,10.31,69.71,0.14,92.42,8.22,252.75,1.49
7.35135,25.67,10.17,71.7,0.15,92.27,8.26,255.38,1.48
7.39978,25.51,9.91,70.61,0.15,92.14,8.24,255.7,1.5
7.37107,25.33,9.61,71.35,0.14,92.18,8.24,256.34,1.49
7.32405,25.16,9.38,70.42,0.14,93.22,8.14,257.05,1.51
7.31456,25,9.07,71.16,0.14,92.63,8.17,257.75,1.48
7.24923,24.8,8.69,71.23,0.14,92.37,8.21,255.77,1.49
7.20531,24.62,8.35,70.55,0.15,92.87,8.16,256.85,1.51
7.15058,24.42,7.97,71.19,0.14,93.77,8.07,255.96,1.51
7.10439,24.23,7.62,70.73,0.15,93.57,8.11,256.85,1.52
7.05813,24.08,7.32,70.54,0.14,93.96,8.07,256.28,1.5
7.02798,23.91,7.02,71.74,0.15,94.05,8.08,256.53,1.5
6.97948,23.77,6.7,70.32,0.14,93.74,8.11,255.51,1.51
